player_id,name,team,dob,age_years,age_days
mccaija01,Jared McCain,Philadelphia 76ers,2004-02-20,21,7787
dowtije01,Jeff Dowtin Jr.,Philadelphia 76ers,1997-05-10,28,10264
embiijo01,Joel Embiid,Philadelphia 76ers,1994-03-16,31,11415
edwarju01,Justin Edwards,Philadelphia 76ers,2003-12-16,21,7853
oubreke01,Kelly Oubre Jr.,Philadelphia 76ers,1995-12-09,29,10782
lowryky01,Kyle Lowry,Philadelphia 76ers,1986-03-25,39,14328
walkelo01,Lonnie Walker IV,Philadelphia 76ers,1998-12-14,26,9681
georgpa01,Paul George,Philadelphia 76ers,1990-05-02,35,12829
grimequ01,Quentin Grimes,Philadelphia 76ers,2000-05-08,25,9170
councri01,Ricky Council IV,Philadelphia 76ers,2001-08-03,23,8718
maxeyty01,Tyrese Maxey,Philadelphia 76ers,2000-11-04,24,8990
bolbo01,Bol Bol,Phoenix Suns,1999-11-16,25,9344
bealbr01,Bradley Beal,Phoenix Suns,1993-06-28,31,11676
martico01,Cody Martin,Phoenix Suns,1995-09-28,29,10854
gilleco01,Collin Gillespie,Phoenix Suns,1999-06-25,25,9488
leeda03,Damion Lee,Phoenix Suns,1992-10-21,32,11926
bookede01,Devin Booker,Phoenix Suns,1996-10-30,28,10456
allengr01,Grayson Allen,Phoenix Suns,1995-10-08,29,10844
bridgja01,Jalen Bridges,Phoenix Suns,2001-05-14,24,8799
duranke01,Kevin Durant,Phoenix Suns,1988-09-29,36,13409
plumlma01,Mason Plumlee,Phoenix Suns,1990-03-05,35,12887
morrimo01,Monte Morris,Phoenix Suns,1995-06-27,29,10947
richani01,Nick Richards,Phoenix Suns,1997-11-29,27,10061
ighodos01,Oso Ighodaro,Phoenix Suns,2002-07-14,22,8373
onealro01,Royce O'Neale,Phoenix Suns,1993-06-05,32,11699
dunnry01,Ryan Dunn,Phoenix Suns,2003-01-07,22,8196
washity02,TyTy Washington Jr.,Phoenix Suns,2001-11-15,23,8614
jonesty01,Tyus Jones,Phoenix Suns,1996-05-10,29,10629
micicva01,Vasilije MiciÄ,Phoenix Suns,1994-01-13,31,11477
simonan01,Anfernee Simons,Portland Trail Blazers,1999-06-08,26,9505
mcgowbr01,Bryce McGowens,Portland Trail Blazers,2002-11-08,22,8256
bantoda01,Dalano Banton,Portland Trail Blazers,1999-11-07,25,9353
aytonde01,Deandre Ayton,Portland Trail Blazers,1998-07-23,26,9825
avdijde01,Deni Avdija,Portland Trail Blazers,2001-01-03,24,8930
clingdo01,Donovan Clingan,Portland Trail Blazers,2004-02-23,21,7784
reathdu01,Duop Reath,Portland Trail Blazers,1996-06-26,28,10582
walkeja01,Jabari Walker,Portland Trail Blazers,2002-07-30,22,8357
grantje01,Jerami Grant,Portland Trail Blazers,1994-03-12,31,11419
minayju01,Justin Minaya,Portland Trail Blazers,1999-03-26,26,9579
murrakr01,Kris Murray,Portland Trail Blazers,2000-08-19,24,9067
thybuma01,Matisse Thybulle,Portland Trail Blazers,1997-03-04,28,10331
ruperra01,Rayan Rupert,Portland Trail Blazers,2004-05-31,21,7686
williro04,Robert Williams,Portland Trail Blazers,1997-10-17,27,10104
hendesc01,Scoot Henderson,Portland Trail Blazers,2004-02-03,21,7804
sharpsh01,Shaedon Sharpe,Portland Trail Blazers,2003-05-30,22,8053
cissosi01,Sidy Cissoko,Portland Trail Blazers,2004-04-02,21,7745
camarto01,Toumani Camara,Portland Trail Blazers,2000-05-08,25,9170
derozde01,DeMar DeRozan,Sacramento Kings,1989-08-07,35,13097
cartede02,Devin Carter,Sacramento Kings,2002-03-18,23,8491
sabondo01,Domantas Sabonis,Sacramento Kings,1996-05-03,29,10636
mcderdo01,Doug McDermott,Sacramento Kings,1992-01-03,33,12218
jonesis01,Isaac Jones,Sacramento Kings,2000-07-11,24,9106
crawfis01,Isaiah Crawford,Sacramento Kings,2001-11-01,23,8628
crowdja01,Jae Crowder,Sacramento Kings,1990-07-06,34,12764
laravja01,Jake LaRavia,Sacramento Kings,2001-11-03,23,8626
valanjo01,Jonas ValanÄiÅ«nas,Sacramento Kings,1992-05-06,33,12094
murrake02,Keegan Murray,Sacramento Kings,2000-08-19,24,9067
elliske01,Keon Ellis,Sacramento Kings,2000-01-08,25,9291
monkma01,Malik Monk,Sacramento Kings,1998-02-04,27,9994
fultzma01,Markelle Fultz,Sacramento Kings,1998-05-29,27,9880
jonesma05,Mason Jones,Sacramento Kings,1998-07-21,26,9827
daviste02,Terence Davis,Sacramento Kings,1997-05-16,28,10258
lylestr01,Trey Lyles,Sacramento Kings,1995-11-05,29,10816
lavinza01,Zach LaVine,Sacramento Kings,1995-03-10,30,11056
biyombi01,Bismack Biyombo,San Antonio Spurs,1992-08-28,32,11980
weslebl01,Blake Wesley,San Antonio Spurs,2003-03-16,22,8128
bassech01,Charles Bassey,San Antonio Spurs,2000-10-28,24,8997
paulch01,Chris Paul,San Antonio Spurs,1985-05-06,40,14651
dukeda01,David Duke Jr.,San Antonio Spurs,1999-10-13,25,9378
foxde01,De'Aaron Fox,San Antonio Spurs,1997-12-20,27,10040
vassede01,Devin Vassell,San Antonio Spurs,2000-08-23,24,9063
barneha02,Harrison Barnes,San Antonio Spurs,1992-05-30,33,12070
ingraha01,Harrison Ingram,San Antonio Spurs,2002-11-27,22,8237
sochaje01,Jeremy Sochan,San Antonio Spurs,2003-05-20,22,8063
mclaujo01,Jordan McLaughlin,San Antonio Spurs,1996-04-09,29,10660
champju02,Julian Champagnie,San Antonio Spurs,2001-06-29,23,8753
johnske04,Keldon Johnson,San Antonio Spurs,1999-10-11,25,9380
branhma01,Malaki Branham,San Antonio Spurs,2003-05-12,22,8071
minixri01,Riley Minix,San Antonio Spurs,2000-09-22,24,9033
mamuksa01,Sandro Mamukelashvili,San Antonio Spurs,1999-05-23,26,9521
castlst01,Stephon Castle,San Antonio Spurs,2004-11-01,20,7532
wembavi01,Victor Wembanyama,San Antonio Spurs,2004-01-04,21,7834
lawsoaj01,A.J. Lawson,Toronto Raptors,2000-07-15,24,9102
ingrabr01,Brandon Ingram,Toronto Raptors,1997-09-02,27,10149
bouchch01,Chris Boucher,Toronto Raptors,1993-01-11,32,11844
castlco01,Colin Castleton,Toronto Raptors,2000-05-25,25,9153
templga01,Garrett Temple,Toronto Raptors,1986-05-08,39,14284
dickgr01,Gradey Dick,Toronto Raptors,2003-11-20,21,7879
quickim01,Immanuel Quickley,Toronto Raptors,1999-06-17,25,9496
walteja01,Ja'Kobe Walter,Toronto Raptors,2004-09-04,20,7590
poeltja01,Jakob Poeltl,Toronto Raptors,1995-10-15,29,10837
sheadja01,Jamal Shead,Toronto Raptors,2002-06-24,22,8393
battlja01,Jamison Battle,Toronto Raptors,2001-05-10,24,8803
rhodeja01,Jared Rhoden,Toronto Raptors,1999-08-27,25,9425
mogbojo01,Jonathan Mogbo,Toronto Raptors,2001-10-29,23,8631
agbajoc01,Ochai Agbaji,Toronto Raptors,2000-04-20,25,9188
barrerj01,RJ Barrett,Toronto Raptors,2000-06-14,25,9133
barnesc01,Scottie Barnes,Toronto Raptors,2001-08-01,23,8720
chomcul01,Ulrich Chomche,Toronto Raptors,2005-12-30,19,7108
sensabr01,Brice Sensabaugh,Utah Jazz,2003-10-30,21,7900
willico04,Cody Williams,Utah Jazz,2004-11-20,20,7513
sextoco01,Collin Sexton,Utah Jazz,1999-01-04,26,9660
harklej01,Elijah Harkless,Utah Jazz,2000-02-03,25,9265
colliis01,Isaiah Collier,Utah Jazz,2004-10-08,20,7556
sprinja01,Jaden Springer,Utah Jazz,2002-09-25,22,8300
collijo01,John Collins,Utah Jazz,1997-09-23,27,10128
juzanjo01,Johnny Juzang,Utah Jazz,2001-03-17,24,8857
clarkjo01,Jordan Clarkson,Utah Jazz,1992-06-07,33,12062
martike04,KJ Martin,Utah Jazz,2001-01-06,24,8927
georgke01,Keyonte George,Utah Jazz,2003-11-08,21,7891
filipky01,Kyle Filipowski,Utah Jazz,2003-11-07,21,7892
markkla01,Lauri Markkanen,Utah Jazz,1997-05-22,28,10252
pottemi01,Micah Potter,Utah Jazz,1998-04-06,27,9933
tshieos01,Oscar Tshiebwe,Utah Jazz,1999-11-27,25,9333
mykhasv01,Svi Mykhailiuk,Utah Jazz,1997-06-10,28,10233
hendrta01,Taylor Hendricks,Utah Jazz,2003-11-22,21,7877
kesslwa01,Walker Kessler,Utah Jazz,2001-07-26,23,8726
johnsaj01,AJ Johnson,Washington Wizards,2004-12-01,20,7502
sarral01,Alex Sarr,Washington Wizards,2005-04-26,20,7356
gillan01,Anthony Gill,Washington Wizards,1992-10-17,32,11930
coulibi01,Bilal Coulibaly,Washington Wizards,2004-07-26,20,7630
carrica01,Bub Carrington,Washington Wizards,2005-07-21,19,7270
jonesco02,Colby Jones,Washington Wizards,2002-05-28,23,8420
kispeco01,Corey Kispert,Washington Wizards,1999-03-03,26,9602
thorjt01,JT Thor,Washington Wizards,2002-08-26,22,8330
martija02,Jaylen Martin,Washington Wizards,2004-01-28,21,7810
poolejo01,Jordan Poole,Washington Wizards,1999-06-19,25,9494
champju01,Justin Champagnie,Washington Wizards,2001-06-29,23,8753
middlkh01,Khris Middleton,Washington Wizards,1991-08-12,33,12362
georgky01,Kyshawn George,Washington Wizards,2003-12-12,21,7857
brogdma01,Malcolm Brogdon,Washington Wizards,1992-12-11,32,11875
smartma01,Marcus Smart,Washington Wizards,1994-03-06,31,11425
holmeri01,Richaun Holmes,Washington Wizards,1993-10-15,31,11567
beysa01,Saddiq Bey,Washington Wizards,1999-04-09,26,9565
vukcetr01,Tristan Vukcevic,Washington Wizards,2003-03-11,22,8133
